Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp245 (medium confidence),50,2030,0.138,25,0.0392,14227,11929,8652,5575,58797339,29324405,29472933,948463560,51595,2446,192.91,7842905,78262003,15914658,53787231,868,179180,255584,0,0,80,1080768378,82734082,3312,4794,3388,5789,3634,7633,2722,7105,1171,26274
National,ssp245 (medium confidence),50,2030,0.138,50,0.0198,15609,13496,9561,6048,96748475,49118304,47630171,1023627360,53177,2528,213.61,9849154,88264315,18029588,53787239,869,213214,302528,0,0,84,1165981443,124840431,3104,4066,3282,5409,3465,6153,3028,7298,2730,30251
National,ssp245 (medium confidence),50,2030,0.138,100,0.01,17195,15172,10489,6706,153282516,79725024,73557492,1101923722,55030,2623,238.28,12139005,99139990,19797912,53787239,869,264894,365120,0,0,91,1255216071,185484327,2953,3845,3119,4631,3307,5650,3160,6797,4656,34107
National,ssp245 (medium confidence),50,2030,0.138,250,0.004,18470,16492,11277,7193,225709315,120271009,105438305,1162029621,57260,2719,257.33,14519253,108227082,21690936,53787239,869,311053,391200,0,0,100,1324435143,262230557,2809,4427,2848,4038,3204,4639,3222,6195,6387,37961
National,ssp245 (medium confidence),50,2040,0.202,1,0.6321,591,291,311,280,70102,30389,39713,36316910,22549,1238,2.89,23593,599697,373165,2790086,66,4436,31296,0,0,0,39737990,471295,437,5193,154,17356,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2040,0.202,5,0.1813,11568,9711,6960,4608,23768607,11549161,12219446,794392996,48086,2295,153.35,4933562,58453005,10552320,52071819,821,137549,208640,0,0,66,905126459,39392038,3230,5999,3988,6846,3151,8500,934,7724,265,19017
National,ssp245 (medium confidence),50,2040,0.202,10,0.0952,12755,10895,7713,5042,36784246,17939325,18844921,857399207,49664,2364,170.77,6281691,66927040,13341242,53787231,868,157473,229504,0,0,73,978342983,56564652,3113,5352,3707,6237,3643,7968,1802,8068,490,22039
National,ssp245 (medium confidence),50,2040,0.202,25,0.0392,14337,12569,8730,5607,65358877,32760571,32598307,953267193,51832,2455,194.68,8319029,79156288,16368196,53787239,869,188307,255584,0,0,81,1086466305,90234409,3008,4424,3309,5668,3745,7464,2840,7336,1435,26940
National,ssp245 (medium confidence),50,2040,0.202,50,0.0198,15687,14092,9611,6076,106382989,54339614,52043376,1026973512,53258,2535,215.0,10335624,89043884,18370278,53787239,869,221695,302528,0,0,84,1170107162,135310585,2762,3715,3245,5050,3496,5704,3053,7891,3131,30898
National,ssp245 (medium confidence),50,2040,0.202,100,0.01,17288,15712,10541,6747,166717221,87041356,79675864,1105814923,55189,2628,239.5,12664125,99767711,20155498,53787239,869,275918,365120,0,0,91,1259734993,199812762,2672,3718,3059,4362,3296,5150,3201,6848,5060,35111
National,ssp245 (medium confidence),50,2040,0.202,250,0.004,18555,17039,11333,7222,242246583,129474670,112771913,1165865353,57338,2722,258.49,15096602,108838645,22023337,53787239,869,321180,391200,0,0,100,1328882437,279687702,2544,4004,2812,3992,3193,4700,3226,5729,6780,38913
National,ssp245 (medium confidence),50,2050,0.285,1,0.6321,778,291,412,366,126521,56657,69864,47468980,24166,1320,3.65,31259,736070,440579,2961439,73,6645,31296,0,0,0,51197785,605003,576,5871,202,18295,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2050,0.285,5,0.1813,12155,9711,7345,4810,28165412,13754002,14411410,824652500,48867,2332,162.92,5504503,63404416,11404929,53374272,849,148294,213856,0,0,72,941645044,45223138,3246,5892,3866,6474,3495,8696,1203,7738,345,20067
National,ssp245 (medium confidence),50,2050,0.285,10,0.0952,13344,10895,8074,5270,42986949,21079711,21907237,888901003,50441,2402,180.71,6886880,72334175,14018946,53787231,868,168092,239936,0,0,76,1015262346,64060867,3193,4478,3510,6515,3859,7785,2155,8293,627,23370
National,ssp245 (medium confidence),50,2050,0.285,25,0.0392,14860,12569,9083,5777,75155533,37909579,37245954,981730802,52587,2491,202.56,8947942,83524236,16890673,53787239,869,200186,281664,0,0,82,1119323940,101194334,3003,4300,3264,5556,3751,6892,2990,7845,1852,27994
National,ssp245 (medium confidence),50,2050,0.285,50,0.0198,16207,14092,9937,6270,120464328,61951154,58513173,1053219685,54064,2571,222.44,10986905,93034825,18798911,53787239,869,233436,307744,0,0,85,1200349493,150483580,2782,3939,3164,4775,3523,5669,3120,7634,3618,32047
National,ssp245 (medium confidence),50,2050,0.285,100,0.01,17764,15712,10845,6919,185743347,97501699,88241649,1128960669,56222,2673,246.86,13368131,103584617,20631583,53787239,869,288140,380768,0,0,97,1286713293,220031200,2669,4108,2984,3917,3286,5019,3318,6505,5507,36673
National,ssp245 (medium confidence),50,2050,0.285,250,0.004,18992,17039,11616,7376,265092543,142177481,122915062,1187357476,58070,2759,265.47,15876645,112512761,22447266,54338422,870,333440,412064,0,0,105,1354620723,303749894,2575,4149,2737,3836,3162,4688,3208,5514,7310,39883
National,ssp245 (medium confidence),50,2060,0.358,1,0.6321,982,386,530,452,191757,85060,106697,55806017,26251,1419,4.8,39389,886797,511277,4115877,85,9543,36512,0,0,0,60845203,751965,720,7371,262,18880,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2060,0.358,5,0.1813,12757,10349,7718,5039,32608967,15990669,16618298,857354307,49623,2369,172.27,6021720,68132069,12126939,53745949,866,157907,229504,0,0,75,979461830,50915533,3317,5547,3723,6546,3819,7936,1476,8884,422,20710
National,ssp245 (medium confidence),50,2060,0.358,10,0.0952,13886,11551,8416,5470,49056028,24229857,24826171,921266457,51185,2437,189.41,7430839,76579326,14596938,53787231,868,177476,271232,0,0,78,1051904246,71261281,3240,4720,3456,6269,3934,7254,2447,8552,809,24390
National,ssp245 (medium confidence),50,2060,0.358,25,0.0392,15392,13195,9438,5954,84705840,43010806,41695033,1011868361,53188,2526,210.05,9511384,87476473,17322125,53787239,869,210381,297312,0,0,84,1153429384,111749730,3071,4311,3266,5398,3710,6326,3117,7936,2228,29217
National,ssp245 (medium confidence),50,2060,0.358,50,0.0198,16727,14643,10278,6449,134018978,69248191,64770787,1077376311,54669,2603,229.67,11574075,96713895,19178553,53787239,869,243927,323392,0,0,88,1228200837,165015532,2871,3938,3171,4521,3368,5481,3257,7740,4060,32989
National,ssp245 (medium confidence),50,2060,0.358,100,0.01,18239,16240,11146,7093,203467046,107298574,96168472,1149783701,57044,2709,253.72,14006990,107307084,21036004,53787239,869,299684,391200,0,0,101,1311269224,238809725,2722,4397,2938,3947,3292,4873,3361,6444,5926,37383
National,ssp245 (medium confidence),50,2060,0.358,250,0.004,19424,17559,11872,7552,286063555,153845990,132217565,1209454577,59039,2795,272.05,16587580,115983670,22812523,54338422,870,344650,432928,0,0,109,1380209597,325808309,2608,4451,2711,3839,3124,4504,3199,5524,7782,40721
National,ssp245 (medium confidence),50,2070,0.445,1,0.6321,1337,475,740,597,286218,126676,159542,72926046,28113,1502,6.88,51381,1125603,629914,6133215,100,13559,41728,0,0,0,80226592,981073,997,8436,340,19677,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2070,0.445,5,0.1813,13325,10981,8062,5263,38533322,18993325,19539997,887652896,50560,2410,180.91,6654112,72486737,12941936,53787231,868,168975,250368,0,0,75,1014177233,58298344,3291,5252,3606,6579,4029,7643,1849,8546,550,22540
National,ssp245 (medium confidence),50,2070,0.445,10,0.0952,14463,12178,8797,5666,57018945,28436370,28582575,960663098,52030,2476,197.41,8091518,80697438,15268747,53787231,868,188845,271232,0,0,81,1095418999,80568054,3242,4768,3363,5844,3976,7288,2812,8277,1070,25853
National,ssp245 (medium confidence),50,2070,0.445,25,0.0392,15903,13802,9770,6133,97200792,49779513,47421278,1038175250,53774,2557,217.47,10194196,91436820,17811784,53787239,869,222021,302528,0,0,89,1183701837,125428793,3029,4219,3271,4986,3632,5914,3263,8054,2708,30601
National,ssp245 (medium confidence),50,2070,0.445,50,0.0198,17259,15192,10597,6662,151422753,78649032,72773721,1105598275,55662,2643,236.9,12288208,100162053,19634290,53787239,869,256732,344256,0,0,95,1259891824,183601982,2893,3999,3123,4615,3289,5534,3411,7192,4543,34322
National,ssp245 (medium confidence),50,2070,0.445,100,0.01,18726,16773,11444,7282,225632568,119624598,106007970,1172127867,57887,2745,260.32,14788797,110666254,21512348,54338422,870,314273,401632,0,0,103,1337534174,262247986,2760,4424,2853,3855,3240,4909,3405,6147,6468,38552
National,ssp245 (medium confidence),50,2070,0.445,250,0.004,19815,18074,12112,7703,311722250,168151558,143570691,1228851042,59739,2829,278.24,17461324,118820285,23259781,54338422,870,357230,461616,0,0,112,1402471365,352800585,2515,4191,2715,4231,3012,4294,3235,5230,8338,41793
National,ssp245 (medium confidence),50,2080,0.54,1,0.6321,1892,599,1085,807,413025,185420,227605,119744540,29991,1572,10.08,69120,1461722,808832,7296018,117,18235,57376,0,0,0,128559656,1309211,1459,9704,424,15694,9,4593,0,0,0,0
National,ssp245 (medium confidence),50,2080,0.54,5,0.1813,13924,11604,8446,5478,45883368,22779637,23103731,921412841,51379,2454,189.79,7365158,76912776,13762728,53787231,868,180316,260800,0,0,77,1052373648,67191570,3290,4912,3461,6285,4142,7522,2312,8964,719,23696
National,ssp245 (medium confidence),50,2080,0.54,10,0.0952,15048,12782,9197,5851,66928864,33728367,33200497,988508394,52961,2517,205.47,8829093,84985655,15965075,53787239,869,201887,276448,0,0,84,1127557736,91924920,3242,4848,3276,5489,3940,7096,3142,8265,1448,27263
National,ssp245 (medium confidence),50,2080,0.54,25,0.0392,16432,14366,10111,6321,112417586,58093725,54323860,1063233916,54513,2592,224.69,10954923,95142775,18319155,53787239,869,235258,318176,0,0,89,1212482106,141926922,3015,4080,3136,4995,3545,5633,3436,7933,3300,31872
National,ssp245 (medium confidence),50,2080,0.54,50,0.0198,17766,15724,10901,6865,172119939,89946442,82173497,1129523411,56605,2680,243.79,13087804,103562643,20147991,53787239,869,270188,365120,0,0,100,1287238413,205625922,2890,4192,2997,4164,3297,5650,3447,6703,5135,35896
National,ssp245 (medium confidence),50,2080,0.54,100,0.01,19171,17318,11739,7432,251271855,133944616,117327239,1194678848,58484,2774,266.78,15668045,113823124,22023704,54338422,870,330772,427712,0,0,106,1363268105,289294376,2699,4423,2772,3773,3220,4569,3331,5739,7149,39980
National,ssp245 (medium confidence),50,2080,0.54,250,0.004,20259,18577,12406,7853,340573847,184245711,156328137,1252227405,60259,2861,284.85,18446043,121746146,23774331,54338422,870,370426,503344,0,0,116,1428815317,383164647,2471,4187,2667,4190,2949,3870,3188,4966,8984,43046
National,ssp245 (medium confidence),50,2090,0.636,1,0.6321,2558,793,1537,1021,574501,261744,312757,155120788,31501,1639,14.88,94564,2204107,1027490,8141931,135,22891,67808,0,0,0,165534634,1719446,2036,9714,424,5781,98,16006,0,0,0,0
National,ssp245 (medium confidence),50,2090,0.636,5,0.1813,14501,12207,8822,5679,54349706,27246191,27103515,962100459,52066,2485,198.24,8103541,81285353,14532201,53787231,868,192019,266016,0,0,82,1097439059,77177466,3284,4723,3345,5992,4071,7119,2841,8712,960,25520
National,ssp245 (medium confidence),50,2090,0.636,10,0.0952,15603,13415,9559,6044,78527171,39943513,38583658,1016086319,53595,2551,213.09,9588422,89190476,16613154,53787239,869,215999,297312,0,0,86,1159361345,104944746,3202,4490,3157,5520,3877,6255,3441,8390,1926,28940
National,ssp245 (medium confidence),50,2090,0.636,25,0.0392,16955,14916,10432,6523,129550586,67452128,62098457,1086645342,55315,2629,231.55,11739313,98279524,18810956,53787239,869,250082,328608,0,0,91,1239040713,160350937,2926,3918,3125,4628,3395,5757,3620,7649,3889,33363
National,ssp245 (medium confidence),50,2090,0.636,50,0.0198,18225,16273,11188,7037,194776660,102479393,92297267,1150358182,57288,2714,250.47,13917599,106757808,20684030,54338422,870,282941,385984,0,0,103,1311840396,229661231,2816,4295,2917,3882,3289,5427,3456,6149,5747,37535
National,ssp245 (medium confidence),50,2090,0.636,100,0.01,19573,17818,11989,7584,278716272,149285009,129431263,1215378439,59328,2811,273.64,16585187,117100599,22518963,54338422,870,347105,438144,0,0,110,1387255604,318167527,2583,4666,2765,3477,3114,4631,3308,5650,7803,40904
National,ssp245 (medium confidence),50,2090,0.636,250,0.004,20641,19026,12622,8019,370593753,200984561,169609192,1269005893,60988,2894,290.73,19466636,124629068,24319599,54338422,870,384967,524208,0,0,122,1448497592,414764954,2379,4139,2610,4016,2855,4038,3202,4639,9595,44156
National,ssp245 (medium confidence),50,2100,0.746,1,0.6321,4082,1441,2520,1562,836131,386379,449752,250503529,34427,1750,29.24,149410,5005242,1329466,9396024,168,28732,93888,0,0,3,264998683,2343739,3395,10897,511,5564,176,17966,0,0,0,0
National,ssp245 (medium confidence),50,2100,0.746,5,0.1813,15627,13461,9564,6063,66001136,33529356,32471780,1017935424,53734,2562,212.16,8971711,88319720,15355239,53787231,868,207215,302528,0,0,86,1160344904,90535301,3732,5224,3267,5980,3910,6691,3329,8517,1389,27322
National,ssp245 (medium confidence),50,2100,0.746,10,0.0952,16603,14578,10195,6408,94350657,48516188,45834468,1068034625,54594,2606,225.89,10472037,95536299,17281944,53787239,869,231918,323392,0,0,89,1217681555,122336556,3526,4595,3158,4885,3590,6243,3790,7962,2539,30909
National,ssp245 (medium confidence),50,2100,0.746,25,0.0392,17919,16018,11010,6909,152020959,79786609,72234350,1135260101,56929,2696,244.46,12657753,104064798,19369194,53787239,869,266053,354688,0,0,96,1293466826,184313958,3285,4591,3038,4633,3246,5408,3769,7167,4581,35130
National,ssp245 (medium confidence),50,2100,0.746,50,0.0198,19104,17358,11717,7387,223195429,118360513,104834916,1192370488,58802,2784,263.32,14902026,112760269,21289761,54338422,870,299142,417280,0,0,111,1359886458,259686358,3130,5104,2769,3815,3212,4829,3535,5577,6458,39477
National,ssp245 (medium confidence),50,2100,0.746,100,0.01,20424,18807,12499,7925,312110278,167945903,144164375,1259529590,60665,2878,285.49,17681372,122494893,23072026,54338422,870,364675,498128,0,0,123,1436861033,353228351,2858,4788,2705,4201,3012,4162,3277,4916,8572,42598
National,ssp245 (medium confidence),50,2100,0.746,250,0.004,21427,19896,13106,8321,406077385,220804931,185272455,1309506946,62307,2958,301.7,20676443,129211312,24932038,54705877,871,405032,555504,0,0,131,1493979639,452090898,2617,4495,2595,4244,2746,3760,3188,4734,10281,45074
National,ssp245 (medium confidence),50,2110,0.848,1,0.6321,4361,1441,2697,1664,1134900,532272,602629,276082458,35061,1774,32.16,226372,5820119,1649155,10118414,185,35037,104320,0,0,5,292125310,3045464,3460,9369,648,6828,253,18864,0,0,0,0
National,ssp245 (medium confidence),50,2110,0.848,5,0.1813,15785,13461,9662,6123,78204250,40162594,38041655,1024934122,53927,2572,214.75,9789028,89681986,16083202,53787239,869,222061,307744,0,0,86,1168711091,104298542,3256,4476,3163,5509,3746,6555,3777,8161,1843,29226
National,ssp245 (medium confidence),50,2110,0.848,10,0.0952,16773,14578,10301,6472,110661370,57431768,53229602,1075648543,54756,2614,228.14,11300261,96706857,17856278,53787239,869,245522,328608,0,0,89,1226471247,140063430,3083,3842,3115,4514,3469,6304,3915,7299,3191,32797
National,ssp245 (medium confidence),50,2110,0.848,25,0.0392,18077,16018,11105,6972,174698482,92317159,82381323,1142664262,57174,2708,246.85,13521250,105193164,19893461,53787239,869,279290,359904,0,0,99,1302004570,208392483,2891,4170,2932,4237,3249,5438,3728,6366,5277,36963
National,ssp245 (medium confidence),50,2110,0.848,50,0.0198,19253,17358,11803,7450,251121517,134020858,117100659,1199130011,59056,2796,265.47,15837700,113708040,21845138,54338422,870,315586,417280,0,0,115,1367593752,289119942,2728,4642,2723,3908,3175,4371,3392,5454,7235,40681
National,ssp245 (medium confidence),50,2110,0.848,100,0.01,20563,18807,12585,7978,344146136,185823695,158322441,1266076164,60784,2884,287.28,18724698,123227299,23593385,54338422,870,380233,498128,0,0,125,1444140013,386844452,2491,4105,2607,4081,2963,3940,3268,4997,9234,43661
National,ssp245 (medium confidence),50,2110,0.848,250,0.004,21543,19896,13177,8366,439724971,239599297,200125674,1314449437,62397,2964,303.19,21827362,129934591,25461760,54705877,871,426409,555504,0,0,131,1499645409,487440502,2271,3831,2503,4119,2713,3764,3142,4554,10914,46129
National,ssp245 (medium confidence),50,2120,0.945,1,0.6321,5171,2038,3172,1999,1536264,714041,822223,335196260,36192,1826,41.73,331936,8864343,1955239,11076077,220,42110,109536,0,0,8,355246216,3865550,3965,8483,866,8032,340,19677,0,0,0,0
National,ssp245 (medium confidence),50,2120,0.945,5,0.1813,16285,14042,9984,6301,91071475,47167882,43903593,1049679931,54402,2597,221.38,10567929,93067754,16743199,53787239,869,234866,312960,0,0,88,1196847885,118617469,3168,4138,3085,4956,3604,6579,4036,7643,2392,31086
National,ssp245 (medium confidence),50,2120,0.945,10,0.0952,17246,15163,10580,6666,127423559,66661657,60761902,1096185597,55686,2652,234.77,12091581,99660212,18379309,53787239,869,258539,344256,0,0,93,1249977305,158152988,2965,3947,3063,4477,3360,5844,3979,7296,3879,34122
National,ssp245 (medium confidence),50,2120,0.945,25,0.0392,18513,16560,11367,7146,197642543,105129342,92513201,1162111039,57751,2736,253.15,14352806,108007460,20415196,54338422,870,291891,380768,0,0,104,1324837688,232702436,2790,4289,2849,3907,3271,4986,3636,5930,5967,38639
National,ssp245 (medium confidence),50,2120,0.945,50,0.0198,19668,17853,12054,7614,278855298,149563748,129291551,1219986411,59819,2833,270.95,16744416,116112423,22359831,54338422,870,331589,438144,0,0,118,1390875401,318291135,2597,4424,2706,3732,3122,4615,3290,5534,7953,41514
National,ssp245 (medium confidence),50,2120,0.945,100,0.01,20949,19257,12823,8126,375160206,203203422,171956784,1282413768,61253,2908,292.75,19741522,125705078,24107741,54338422,870,395655,524208,0,0,127,1462981475,419405124,2384,3810,2600,3980,2852,3855,3241,4909,9872,44699
National,ssp245 (medium confidence),50,2120,0.945,250,0.004,21919,20332,13396,8523,471990312,257616210,214374102,1334287167,62909,2988,308.24,22937188,131786027,25980274,54705877,871,448431,565936,0,0,133,1521345007,521356205,2239,3365,2381,3996,2714,4231,3015,4294,11570,47023
National,ssp245 (medium confidence),50,2130,1.042,1,0.6321,5954,2754,3657,2297,2155581,995706,1159875,397125762,37762,1886,55.07,512759,13943849,2263095,12052142,252,50769,125184,0,0,17,423246937,4982204,4257,8366,1262,9053,425,15472,10,4871,0,0
National,ssp245 (medium confidence),50,2130,1.042,5,0.1813,16833,14647,10312,6521,106169503,55457874,50711630,1075917425,54916,2626,228.61,11349925,96521223,17341965,53787239,869,246832,328608,0,0,90,1226554494,135108224,3090,3839,3096,4586,3463,6238,4125,7577,3059,32676
National,ssp245 (medium confidence),50,2130,1.042,10,0.0952,17784,15743,10888,6896,146581048,77314959,69266089,1121965065,56625,2688,241.84,12892963,102814357,18865980,53787239,869,272308,359904,0,0,95,1278926565,178612299,2922,4062,3040,4450,3282,5489,3936,7042,4604,35582
National,ssp245 (medium confidence),50,2130,1.042,25,0.0392,19002,17074,11677,7325,223034979,119456075,103578904,1185645351,58532,2776,259.59,15205310,110961309,20951646,54338422,870,304760,391200,0,0,107,1351336282,259496694,2736,4399,2835,3691,3141,5004,3536,5518,6754,39920
National,ssp245 (medium confidence),50,2130,1.042,50,0.0198,20124,18349,12335,7789,308519445,166180263,142339182,1245226263,60485,2864,276.97,17680533,118903866,22848154,54338422,870,347501,453792,0,0,122,1418922342,349395633,2511,4186,2731,3886,2990,4140,3298,5642,8594,42631
National,ssp245 (medium confidence),50,2130,1.042,100,0.01,21373,19678,13083,8290,407180514,221253504,185927009,1303524552,61882,2942,299.04,20795838,128393444,24644699,54338422,870,412742,550288,0,0,132,1486806706,453033792,2362,3491,2526,4330,2774,3773,3218,4569,10493,45719
National,ssp245 (medium confidence),50,2130,1.042,250,0.004,22316,20759,13637,8679,504738393,275889810,228848583,1355759269,63645,3022,313.38,24075357,133680633,26515132,54705877,871,471103,581584,0,0,140,1544727362,555799985,2217,3539,2301,4034,2668,4190,2943,3862,12187,48020
National,ssp245 (medium confidence),50,2140,1.137,1,0.6321,6668,3557,4087,2581,2954966,1387465,1567501,448496658,39137,1946,69.04,768320,19849621,2567793,12977252,281,60361,125184,0,0,22,481448715,6351440,4377,8440,1766,8894,424,5720,101,16083,0,0
National,ssp245 (medium confidence),50,2140,1.137,5,0.1813,17388,15272,10635,6753,122717357,64662472,58054885,1100527873,55619,2658,235.45,12118009,99646649,17879473,53787239,869,259913,365120,0,0,93,1254326881,152974751,3093,3767,3073,4509,3341,5992,4077,7119,3804,34232
National,ssp245 (medium confidence),50,2140,1.137,10,0.0952,18286,16281,11209,7077,167409166,88979914,78429252,1147823508,57239,2719,248.78,13688754,105911028,19332862,53787239,869,286198,365120,0,0,96,1307886896,200716980,2896,3950,2986,4156,3153,5541,3882,6262,5369,37330
National,ssp245 (medium confidence),50,2140,1.137,25,0.0392,19421,17603,11922,7499,249631964,134458735,115173228,1206520208,59281,2807,266.05,16059468,113855691,21466894,54338422,870,318341,422496,0,0,115,1375136817,287476666,2645,4239,2745,3645,3121,4596,3396,5789,7514,41012
National,ssp245 (medium confidence),50,2140,1.137,50,0.0198,20586,18822,12624,7962,338675113,183113855,155561258,1266130937,60940,2889,283.37,18620750,121629930,23311005,54338422,870,362816,487696,0,0,126,1442586985,380969685,2515,3918,2655,4029,2919,3882,3290,5409,9207,43702
National,ssp245 (medium confidence),50,2140,1.137,100,0.01,21753,20177,13309,8444,439283522,239375100,199908422,1324668324,62802,2987,304.15,21854908,130285542,25156593,54705877,871,431122,571152,0,0,133,1510230896,486726145,2324,3713,2435,4427,2763,3477,3114,4631,11117,46554
National,ssp245 (medium confidence),50,2140,1.137,250,0.004,22658,21205,13845,8813,537206057,293984876,243221181,1374238153,64231,3060,318.23,25212250,135309244,27020609,54705877,871,491124,597232,0,0,143,1564850506,589930040,2157,3616,2236,3766,2610,4016,2855,4038,12800,48795
National,ssp245 (medium confidence),50,2150,1.23,1,0.6321,7384,4444,4509,2875,3971993,1903953,2068040,505207639,40300,1996,80.77,1091708,25005584,2884110,15106110,322,70966,135616,0,0,27,545454948,8018777,4367,7897,2361,9196,491,5340,165,17867,0,0
National,ssp245 (medium confidence),50,2150,1.23,5,0.1813,17882,15838,10936,6946,140711452,74790323,65921129,1126633981,56260,2684,242.09,12876738,102675056,18366827,53787239,869,273332,365120,0,0,95,1283461396,172228348,3028,3618,3048,4240,3272,5961,3944,6845,4590,35596
National,ssp245 (medium confidence),50,2150,1.23,10,0.0952,18768,16828,11513,7255,189767193,101599350,88167842,1172285320,57864,2753,255.03,14478949,108730585,19798407,54338422,870,299429,375552,0,0,106,1335729879,224343978,2828,3885,2947,4018,3178,5076,3633,6296,6182,38589
National,ssp245 (medium confidence),50,2150,1.23,25,0.0392,19874,18107,12205,7669,277121002,149980922,127140080,1229409620,60138,2848,271.97,16916983,116487081,21967562,54338422,870,332518,453792,0,0,121,1400688916,316338065,2629,4319,2691,3550,3059,4652,3269,5485,8226,42132
National,ssp245 (medium confidence),50,2150,1.23,50,0.0198,20993,19305,12883,8110,369049726,200255166,168794560,1285696786,61625,2921,289.47,19571122,124426329,23768829,54338422,870,379177,513776,0,0,134,1464975313,412768853,2480,3939,2612,4035,2807,3945,3210,4774,9884,44932
