Region,Scenario,Percentile,Year,SLR,Return_Period,Exceedance_Probability,Exposed_Buildings,Damaged_Buildings,Exposed_Residential_Buildings,Exposed_Nonresidential_Buildings,Building_Loss,Residential_Building_Loss,Nonresidential_Building_Loss,Exposed_Building_Value,Exposed_Population,Exposed_Households,Exposed_Road_km,Road_Loss,Exposed_Road_Value,Infrastructure_Loss,Exposed_Infrastructure_Value,Exposed_Infrastructure,Crop_Loss,Total_Crop_Value,Exposed_Evacuation_Centres,Exposed_Health_Facilties,Exposed_Schools,Total_Exposed_Value,Total_Loss,Depth.range_<_0.5.Buildings,Depth.range_<_0.5.Population,Depth.range_0.5_1.0.Buildings,Depth.range_0.5_1.0.Population,Depth.range_1.0_1.5.Buildings,Depth.range_1.0_1.5.Population,Depth.range_1.5_2.0.Buildings,Depth.range_1.5_2.0.Population,Depth.range_2.0_+.Buildings,Depth.range_2.0_+.Population
National,ssp245 (medium confidence),50,2040,0.143,250,0.004,2680,1867,1460,1220,16581177,9942347,6638830,313622528,8896,1914,123.62,2786784,19763683,5812574,39322817,1419,932192,1373573,16,0,17,374082601,26112727,1084,3379,731,2914,461,1524,234,621,170,459
National,ssp245 (medium confidence),50,2050,0.209,1,0.6321,205,127,99,106,137409,78868,58541,36761748,349,76,9.24,68968,740777,486623,4122448,201,24775,123737,2,0,2,41748710,717776,127,276,78,73,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2050,0.209,5,0.1813,1593,1173,897,696,7348525,4221688,3126837,223825771,5226,1117,75.37,1233923,10326051,3828722,26877316,952,609635,962837,9,0,14,261991975,13020805,654,2551,509,1598,236,757,139,296,55,24
National,ssp245 (medium confidence),50,2050,0.209,10,0.0952,1744,1311,982,762,9168566,5367025,3801541,241613297,5825,1246,83.63,1474115,12004576,4305536,28844536,1037,676482,1037087,11,0,15,283499497,15624699,672,2551,553,2014,301,803,126,359,92,98
National,ssp245 (medium confidence),50,2050,0.209,25,0.0392,1956,1486,1096,860,11616742,6883274,4733467,268367537,6583,1412,94.67,1828695,14132981,4884053,31641591,1126,759159,1131551,11,0,17,315273660,19088648,719,2591,611,2418,355,918,150,494,121,163
National,ssp245 (medium confidence),50,2050,0.209,50,0.0198,2101,1627,1179,922,13496338,8039248,5457090,279846919,7255,1557,102.98,2119891,15708065,5330487,35071905,1240,820501,1203875,11,0,17,331830765,21767216,745,2783,664,2557,371,1125,180,546,141,244
National,ssp245 (medium confidence),50,2050,0.209,100,0.01,2306,1761,1271,1035,15526534,9292695,6233839,294812145,7968,1711,111.89,2457433,17376474,5788602,37181280,1324,885233,1277633,13,0,17,350647532,24657802,822,2913,690,2780,421,1346,208,572,165,357
National,ssp245 (medium confidence),50,2050,0.209,250,0.004,2738,2040,1489,1249,18467109,11114521,7352587,319293510,9060,1950,125.85,3018338,20200627,6414802,39645387,1426,978034,1394974,16,0,17,380534498,28878283,1039,3182,747,2956,508,1757,252,661,192,504
National,ssp245 (medium confidence),50,2060,0.266,1,0.6321,223,127,105,118,187886,106004,81882,41590505,434,94,10.4,79962,883472,548089,4352134,210,31769,155717,2,0,2,46981827,847707,132,356,91,77,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2060,0.266,5,0.1813,1716,1173,957,759,8258907,4780207,3478700,241700920,5684,1216,81.81,1355101,11760465,4219150,29174303,1027,647066,1023353,11,0,15,283659041,14480223,707,2671,540,1843,268,776,125,353,76,41
National,ssp245 (medium confidence),50,2060,0.266,10,0.0952,1875,1311,1051,824,10209242,6004237,4205005,260118034,6258,1341,91.08,1613717,13658467,4720638,31460913,1099,713831,1098587,11,0,15,306336002,17257427,731,2671,568,2227,340,836,128,390,108,135
National,ssp245 (medium confidence),50,2060,0.266,25,0.0392,2094,1486,1172,922,12890975,7662011,5228964,282592176,7196,1544,102.09,1988057,15746591,5342949,35427543,1225,796739,1204120,11,0,17,334970431,21018720,780,2935,637,2493,373,1051,166,523,138,195
National,ssp245 (medium confidence),50,2060,0.266,50,0.0198,2282,1627,1259,1023,14938285,8927650,6010635,301491046,7841,1684,110.3,2295256,17349648,5816860,37609252,1307,858805,1269514,13,0,17,357719460,23909206,846,3030,672,2679,404,1273,206,583,154,277
National,ssp245 (medium confidence),50,2060,0.266,100,0.01,2537,1761,1393,1144,17132439,10293073,6839366,316315132,8472,1821,120.22,2652597,19542006,6304339,40049983,1400,924386,1349218,14,0,17,377256339,27013761,965,3105,697,2815,465,1559,234,585,176,409
National,ssp245 (medium confidence),50,2060,0.266,250,0.004,2967,2040,1604,1363,20288530,12248197,8040334,346320324,9715,2092,134.48,3241017,22281909,6946637,41781911,1499,1019878,1455982,18,0,22,411840127,31496062,1166,3606,781,2920,533,1922,277,717,210,549
National,ssp245 (medium confidence),50,2070,0.338,1,0.6321,249,154,123,126,260378,142729,117649,45061069,509,110,12.07,94550,1028288,623434,4790666,232,41796,196553,2,0,5,51076575,1020158,135,390,114,120,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2070,0.338,5,0.1813,1842,1302,1025,817,9483853,5530306,3953547,257652575,6158,1318,89.42,1518127,13501122,4718929,31235217,1086,694453,1093912,11,0,15,303482826,16415362,738,2781,569,2101,313,815,118,350,104,110
National,ssp245 (medium confidence),50,2070,0.338,10,0.0952,2027,1448,1133,894,11634776,6870580,4764196,279062248,6810,1460,98.08,1798744,15077647,5248036,33787823,1159,760667,1172632,11,0,17,329100350,19442222,795,2800,609,2472,359,902,137,479,127,157
National,ssp245 (medium confidence),50,2070,0.338,25,0.0392,2264,1632,1257,1007,14635478,8732820,5902657,304035225,7774,1669,109.84,2198909,17583520,5928146,37632403,1292,844723,1265578,11,0,17,360516726,23607256,859,3106,648,2615,407,1205,200,597,150,252
National,ssp245 (medium confidence),50,2070,0.338,50,0.0198,2457,1773,1352,1105,16897949,10140462,6757487,318341803,8382,1800,119.41,2527982,19618846,6439005,40537382,1394,908025,1340362,14,0,17,379838394,26772962,930,3169,668,2726,454,1500,233,623,172,365
National,ssp245 (medium confidence),50,2070,0.338,100,0.01,2736,1935,1493,1243,19298943,11640822,7658121,338475586,9121,1961,129.49,2912380,21684895,6953348,42539787,1475,974863,1416130,18,0,18,404116398,30139533,1055,3343,714,2907,501,1732,271,663,195,475
National,ssp245 (medium confidence),50,2070,0.338,250,0.004,3235,2270,1743,1492,22757927,13779801,8978126,365474921,10461,2253,143.57,3532569,24478125,7606611,43851365,1580,1073660,1517482,20,0,22,435321893,34970767,1304,3964,816,2887,574,2178,299,824,242,608
National,ssp245 (medium confidence),50,2080,0.418,1,0.6321,283,178,142,141,354140,188163,165977,49273600,614,132,13.54,112453,1151972,707721,5252658,245,54826,235421,2,0,7,55913652,1229140,150,472,133,142,0,0,0,0,0,0
National,ssp245 (medium confidence),50,2080,0.418,5,0.1813,1965,1448,1096,869,10968798,6434375,4534423,271864713,6553,1404,95.2,1715651,14583969,5290130,33126675,1138,746962,1146556,11,0,16,320721913,18721541,767,2703,590,2395,356,877,133,429,119,148
National,ssp245 (medium confidence),50,2080,0.418,10,0.0952,2161,1597,1207,954,13393601,7935341,5458260,294605777,7285,1563,104.07,2019934,16489594,5856736,36968062,1245,812745,1223266,11,0,17,349286700,22083015,816,2863,635,2650,397,1024,170,549,143,198
National,ssp245 (medium confidence),50,2080,0.418,25,0.0392,2402,1781,1324,1078,16775418,10052679,6722739,319088688,8182,1756,117.27,2452583,19412264,6601092,40500344,1364,898931,1321174,13,0,17,380322470,26728024,883,3096,670,2653,444,1464,234,667,171,300
National,ssp245 (medium confidence),50,2080,0.418,50,0.0198,2633,1931,1437,1196,19279439,11620268,7659171,336455278,8905,1913,126.62,2807312,21305815,7146458,42660853,1457,963846,1389562,17,0,18,401811508,30197054,976,3323,697,2739,497,1742,266,653,197,448
National,ssp245 (medium confidence),50,2080,0.418,100,0.01,2906,2109,1571,1335,21922223,13268871,8653352,358125292,9664,2077,136.53,3223169,23403282,7678010,43959053,1527,1032325,1472218,18,0,21,426959845,33855727,1094,3510,736,2803,555,2007,299,777,222,568
National,ssp245 (medium confidence),50,2080,0.418,250,0.004,3433,2486,1863,1570,25751902,15628888,10123014,376986517,11086,2387,151.35,3875581,26111173,8329049,45427502,1655,1134312,1575046,20,0,23,450100238,39090845,1335,4040,856,2875,638,2513,324,953,280,704
National,ssp245 (medium confidence),50,2090,0.494,1,0.6321,308,178,158,150,458058,238509,219549,53760633,654,141,14.96,132501,1256904,794544,5419662,257,69477,260021,2,0,8,60697220,1454580,155,474,145,171,8,9,0,0,0,0
National,ssp245 (medium confidence),50,2090,0.494,5,0.1813,2052,1448,1145,907,12540944,7379244,5161700,282260278,6848,1468,99.15,1922121,15487230,5841627,33946731,1158,796004,1181488,11,0,16,332875726,21100696,759,2572,615,2644,389,941,151,516,138,175
National,ssp245 (medium confidence),50,2090,0.494,10,0.0952,2236,1597,1245,991,15275713,9081262,6194451,302181570,7618,1634,108.79,2249366,17737957,6470294,38275157,1280,863348,1250818,11,0,17,359445501,24858720,786,2883,663,2608,415,1271,215,616,157,241
National,ssp245 (medium confidence),50,2090,0.494,25,0.0392,2506,1781,1379,1127,19029068,11448679,7580389,331244396,8539,1832,121.31,2718500,20324687,7267042,41807953,1412,951578,1352662,15,0,18,394729698,29966188,871,3050,689,2709,495,1688,257,707,194,385
National,ssp245 (medium confidence),50,2090,0.494,50,0.0198,2741,1931,1498,1243,21759900,13163998,8595902,344323785,9225,1981,130.91,3099430,22301801,7838732,43930747,1498,1017779,1423018,17,0,20,411979351,33715842,980,3246,700,2749,547,1981,299,720,215,528
National,ssp245 (medium confidence),50,2090,0.494,100,0.01,3020,2109,1635,1385,24672412,14969072,9703340,364990116,10084,2167,141.07,3541202,24337680,8369455,44818737,1574,1088024,1504198,19,0,22,435650732,37671092,1093,3482,751,2775,601,2333,322,840,253,654
National,ssp245 (medium confidence),50,2090,0.494,250,0.004,3528,2486,1921,1607,28866249,17543550,11322700,384177533,11414,2459,156.44,4223409,27075874,8995328,45703354,1695,1191779,1614406,21,0,23,458571167,43276766,1265,3873,877,2905,708,2670,362,1154,316,811
National,ssp245 (medium confidence),50,2100,0.562,1,0.6321,366,204,188,178,571471,296917,274554,61387431,833,179,18.18,154160,1590959,880934,6334115,300,85598,318077,3,0,10,69630583,1692163,193,603,158,220,15,9,0,0,0,0
National,ssp245 (medium confidence),50,2100,0.562,5,0.1813,2217,1588,1230,987,14169046,8364550,5804497,303607085,7503,1608,107.6,2123610,17577185,6376740,38518291,1268,840595,1245406,11,0,17,360947967,23509992,818,2924,655,2662,405,1138,189,577,150,202
National,ssp245 (medium confidence),50,2100,0.562,10,0.0952,2416,1738,1339,1077,17199437,10266874,6932563,320785515,8266,1773,117.67,2476793,19754060,7043817,41456944,1372,909849,1322158,14,0,18,383318677,27629896,861,3160,669,2624,473,1485,237,705,176,292
National,ssp245 (medium confidence),50,2100,0.562,25,0.0392,2711,1953,1482,1229,21281357,12844224,8437132,348116446,9167,1967,130.8,2975930,22270321,7868653,44039006,1498,999785,1423018,17,0,20,415848792,33125725,983,3349,678,2672,548,1945,294,724,208,476
National,ssp245 (medium confidence),50,2100,0.562,50,0.0198,2957,2096,1618,1339,24252859,14694802,9558057,365017734,9976,2141,140.8,3382443,24433221,8433947,44942046,1573,1066932,1500754,19,0,22,435893755,37136180,1078,3544,719,2780,587,2207,332,842,241,603
National,ssp245 (medium confidence),50,2100,0.562,100,0.01,3247,2301,1771,1476,27414512,16642379,10772133,378273227,10854,2332,150.76,3844986,26298155,8947331,45712224,1659,1138596,1573528,20,0,23,451857133,41345425,1192,3838,772,2810,643,2464,349,1020,291,720
National,ssp245 (medium confidence),50,2100,0.562,250,0.004,3738,2734,2028,1710,31951056,19424604,12526453,399608601,12231,2636,166.82,4555730,29305445,9549610,46788069,1802,1242214,1699972,22,0,24,477402086,47298609,1340,4261,899,2900,750,2808,386,1342,363,920
National,ssp245 (medium confidence),50,2110,0.643,1,0.6321,434,226,218,216,723610,374612,348997,71020986,1045,225,22.04,183824,1922293,988980,6709516,329,107656,374657,3,0,10,80027451,2004070,245,725,135,268,54,51,0,0,0,0
National,ssp245 (medium confidence),50,2110,0.643,5,0.1813,2394,1745,1334,1060,16304032,9663288,6640745,321535208,8166,1751,116.49,2381547,19590881,7027528,41014215,1354,895002,1311334,12,0,18,383451637,26608110,876,3259,658,2609,467,1383,221,652,172,263
National,ssp245 (medium confidence),50,2110,0.643,10,0.0952,2610,1894,1433,1177,19686812,11798359,7888453,340894020,8909,1910,127.13,2765224,21599858,7727754,43313151,1455,966428,1393498,17,0,20,407200526,31146218,947,3333,680,2653,515,1813,272,737,196,373
National,ssp245 (medium confidence),50,2110,0.643,25,0.0392,2918,2113,1602,1316,24177098,14626270,9550828,364392428,9910,2127,140.52,3301760,24400342,8567542,44740951,1570,1057559,1502188,19,0,22,435035910,37103960,1064,3665,706,2646,574,2203,333,828,241,568
National,ssp245 (medium confidence),50,2110,0.643,50,0.0198,3184,2304,1734,1450,27459066,16651628,10807437,384546259,10700,2298,150.4,3737706,26468845,9118539,45718153,1674,1126051,1579924,21,0,23,458313181,41441362,1171,3839,748,2728,634,2441,341,984,290,709
National,ssp245 (medium confidence),50,2110,0.643,100,0.01,3517,2557,1898,1619,30917072,18773523,12143548,401377325,11652,2505,161.19,4224240,28399717,9606005,45851589,1748,1198732,1647286,21,0,23,477275917,45946048,1317,4099,803,2883,688,2642,372,1204,337,823
National,ssp245 (medium confidence),50,2110,0.643,250,0.004,3948,2999,2136,1812,35860853,21800851,14060002,431003746,12913,2784,177.82,4968069,31709388,10187624,46969673,1892,1302386,1783078,23,0,24,511465884,52318931,1359,4290,995,3106,729,2914,461,1524,404,1080
National,ssp245 (medium confidence),50,2120,0.72,1,0.6321,538,314,274,264,889063,458564,430499,87079756,1284,274,27.12,217224,2410686,1097259,7091534,365,132569,452351,3,0,12,97034327,2336115,327,916,131,295,80,73,0,0,0,0
National,ssp245 (medium confidence),50,2120,0.72,5,0.1813,2655,2067,1460,1195,18593668,11060819,7532849,346255986,8999,1929,129.0,2648038,21989083,7655742,43316018,1463,948114,1410226,17,0,21,412971314,29845562,1032,3650,676,2614,509,1649,244,757,194,329
National,ssp245 (medium confidence),50,2120,0.72,10,0.0952,2867,2249,1571,1296,22318797,13412028,8906769,363209770,9834,2110,139.95,3060625,24353209,8369764,44559622,1561,1021001,1499236,19,0,21,433621837,34770188,1098,3906,678,2591,561,2062,311,812,219,462
National,ssp245 (medium confidence),50,2120,0.72,25,0.0392,3211,2518,1740,1471,27229535,16488238,10741297,394027211,10892,2337,153.91,3634601,27400479,9204604,45794660,1697,1112879,1602022,21,0,23,468824373,41181619,1222,4185,743,2629,612,2489,359,908,275,680
National,ssp245 (medium confidence),50,2120,0.72,50,0.0198,3493,2756,1890,1603,30821253,18694215,12127038,407696986,11801,2534,164.02,4095589,29438386,9733043,46035416,1781,1182752,1673854,21,0,23,484844643,45832638,1344,4357,770,2920,672,2537,375,1184,332,803
National,ssp245 (medium confidence),50,2120,0.72,100,0.01,3825,3036,2074,1751,34569453,20990930,13578523,432683242,12763,2746,175.7,4603980,31689417,10197028,46954830,1894,1255922,1759462,23,0,24,513086951,50626382,1467,4678,851,2984,694,2745,434,1418,379,938
National,ssp245 (medium confidence),50,2120,0.72,250,0.004,4158,3548,2232,1926,39909415,24255289,15654126,446406960,14035,3029,192.64,5381298,35175623,10764605,47064812,2022,1360821,1887135,25,0,24,530534530,57416140,1372,4848,1067,3244,751,2975,519,1790,449,1178
National,ssp245 (medium confidence),50,2130,0.796,1,0.6321,621,314,326,295,1076245,554261,521984,99962167,1423,303,30.8,259573,2751749,1210695,7587801,403,162448,504995,4,0,12,110806713,2708961,396,980,119,334,106,109,0,0,0,0
National,ssp245 (medium confidence),50,2130,0.796,5,0.1813,2802,2067,1541,1261,21183203,12641081,8542121,359151628,9545,2046,137.42,2945788,23889970,8278899,44353098,1544,1001751,1477588,19,0,21,428872285,33409641,1063,3789,688,2620,549,1923,290,810,212,404
National,ssp245 (medium confidence),50,2130,0.796,10,0.0952,3037,2249,1656,1381,25271326,15210619,10060707,380607748,10421,2235,148.4,3387740,26280193,8993024,45502966,1658,1074750,1565122,20,0,22,453956029,38726840,1144,4107,710,2555,587,2343,348,841,248,575
National,ssp245 (medium confidence),50,2130,0.796,25,0.0392,3380,2518,1830,1550,30646582,18555422,12091160,405379704,11590,2486,162.41,3999506,29329673,9793297,45885862,1769,1168188,1664259,21,0,23,482259498,45607573,1268,4312,757,2868,647,2558,387,1066,321,785
National,ssp245 (medium confidence),50,2130,0.796,50,0.0198,3684,2756,1984,1700,34539219,20948924,13590294,431440448,12486,2681,172.87,4481250,31384803,10292895,46347079,1874,1239175,1737567,21,0,23,510909897,50552538,1380,4560,836,2937,665,2753,428,1323,375,914
National,ssp245 (medium confidence),50,2130,0.796,100,0.01,3966,3036,2145,1821,38600800,23433696,15167104,442358075,13448,2894,184.6,5011371,33784864,10741561,47152820,1971,1313035,1830063,25,0,24,525125822,55666767,1408,4915,940,2981,709,2895,478,1610,431,1047
National,ssp245 (medium confidence),50,2130,0.796,250,0.004,4302,3548,2313,1989,44364198,26953245,17410953,456696557,14727,3179,201.85,5828956,37350996,11296583,47404639,2094,1421612,1956915,27,0,25,543409108,62911350,1302,4942,1134,3528,805,2886,555,2029,506,1342
National,ssp245 (medium confidence),50,2140,0.872,1,0.6321,635,314,336,299,1263428,649959,613469,101811719,1454,310,31.22,301401,2800540,1323412,7597950,409,192301,508931,4,0,12,112719140,3080542,386,945,126,376,123,133,0,0,0,0
National,ssp245 (medium confidence),50,2140,0.872,5,0.1813,2817,2067,1546,1271,23772737,14221343,9551394,360444524,9595,2057,138.31,3241626,24149123,8900051,44396299,1550,1055354,1488412,19,0,21,430478358,36969768,977,3441,698,2595,577,2229,331,826,234,504
National,ssp245 (medium confidence),50,2140,0.872,10,0.0952,3059,2249,1669,1390,28223855,17009210,11214645,382958616,10487,2249,149.37,3712638,26487287,9614514,45507670,1664,1128468,1572994,20,0,22,456526567,42679475,1037,3682,747,2615,615,2575,375,951,285,664
National,ssp245 (medium confidence),50,2140,0.872,25,0.0392,3404,2518,1846,1558,34063630,20622607,13441023,406919653,11650,2499,163.46,4362426,29555193,10382971,46094195,1776,1223470,1673607,21,0,23,484242648,50032496,1150,3891,801,2906,654,2617,429,1351,370,886
National,ssp245 (medium confidence),50,2140,0.872,50,0.0198,3713,2756,2001,1712,38257184,23203633,15053551,433249349,12607,2707,173.93,4864780,31630255,10852195,46349373,1881,1295569,1748391,22,0,23,512977369,55269728,1261,4229,866,2987,688,2773,471,1598,427,1020
National,ssp245 (medium confidence),50,2140,0.872,100,0.01,3985,3036,2154,1831,42632147,25876462,16755685,443893382,13557,2918,185.82,5416270,34007843,11285606,47155256,1979,1370113,1838427,25,0,24,526894908,60704136,1255,4445,1003,3178,715,2852,522,1830,490,1251
National,ssp245 (medium confidence),50,2140,0.872,250,0.004,4316,3548,2319,1997,48818981,29651201,19167780,458043175,14776,3190,202.92,6274074,37610621,11827896,47425591,2105,1482370,1962819,27,0,25,545042206,68403321,1085,4339,1242,3735,824,2880,592,2296,573,1527
National,ssp245 (medium confidence),50,2150,0.946,1,0.6321,733,383,401,332,1481030,766360,714670,114671360,1744,372,35.52,349543,3435000,1443140,8580344,447,225321,561083,4,0,12,127247787,3499033,448,1125,144,458,141,162,0,0,0,0
National,ssp245 (medium confidence),50,2150,0.946,5,0.1813,3013,2237,1639,1374,26604838,15942154,10662684,377831162,10461,2243,147.89,3554045,26161605,9493984,45293670,1652,1107489,1556019,20,0,22,450842456,40760356,1046,3904,737,2539,597,2498,367,909,266,612
National,ssp245 (medium confidence),50,2150,0.946,10,0.0952,3269,2448,1773,1496,31427341,18939114,12488227,402231327,11255,2413,159.57,4055160,28883316,10188560,45978309,1757,1181508,1646055,20,0,23,478739007,46852568,1105,3956,780,2779,644,2628,408,1105,332,787
National,ssp245 (medium confidence),50,2150,0.946,25,0.0392,3624,2737,1954,1670,37725492,22834708,14890784,434242511,12503,2682,172.98,4736320,31728849,10918838,46305023,1875,1279005,1741461,22,0,23,514017844,54659655,1218,4322,840,2940,683,2698,464,1552,419,991
National,ssp245 (medium confidence),50,2150,0.946,50,0.0198,3935,2978,2120,1815,42225767,25600223,16625544,446311740,13395,2879,184.73,5259796,34081633,11367111,47140542,1967,1351960,1822107,24,0,24,529356022,60204634,1296,4486,938,3178,699,2749,516,1811,486,1171
National,ssp245 (medium confidence),50,2150,0.946,100,0.01,4187,3290,2257,1930,46922937,28466202,18456734,457342543,14249,3068,196.09,5834724,36496620,11789220,47300693,2057,1427194,1912143,25,0,24,543051999,65974074,1278,4566,1057,3368,740,2812,570,2121,542,1381
National,ssp245 (medium confidence),50,2150,0.946,250,0.004,4482,3765,2410,2072,53522492,32476665,21045827,471208509,15588,3366,213.3,6733802,40038373,12322961,47535186,2157,1542966,2033625,27,0,25,560815693,74122221,1042,4493,1267,3904,872,2826,674,2589,627,1776
